GEOID,NMTC Eligibility,Opportunity Zone
25025000503,Not Eligible,No
25025000505,Eligible,No
25025000506,Eligible,No
25025000601,Not Eligible,No
25025000603,Deep Distress or High Migration Rural County,No
25025000604,Severe Distress or Non-Metropolitan,No
25025000701,Severe Distress or Non-Metropolitan,No
25025000703,Severe Distress or Non-Metropolitan,No
25025000704,Eligible,No
25025000804,Not Eligible,No
25025000805,Deep Distress or High Migration Rural County,No
25025000806,Deep Distress or High Migration Rural County,No
25025000807,Deep Distress or High Migration Rural County,No
25025010103,Deep Distress or High Migration Rural County,No
25025010104,Severe Distress or Non-Metropolitan,No
25025010204,Severe Distress or Non-Metropolitan,No
25025010205,Severe Distress or Non-Metropolitan,No
25025010206,Severe Distress or Non-Metropolitan,No
25025010300,Severe Distress or Non-Metropolitan,No
25025010403,Deep Distress or High Migration Rural County,No
25025010404,Deep Distress or High Migration Rural County,No
25025010405,Deep Distress or High Migration Rural County,No
25025010408,Eligible,No
25025010500,Severe Distress or Non-Metropolitan,No
25025010600,Not Eligible,No
25025010701,Not Eligible,No
25025010702,Not Eligible,No
25025010801,Not Eligible,No
25025010802,Not Eligible,No
25025020101,Not Eligible,No
25025020200,Not Eligible,No
25025020301,Not Eligible,No
25025020302,Not Eligible,No
25025020304,Eligible,No
25025020305,Not Eligible,No
25025030100,Not Eligible,No
25025030200,Not Eligible,No
25025030301,Not Eligible,No
25025030302,Not Eligible,No
25025030400,Not Eligible,No
25025030500,Not Eligible,No
25025040100,Not Eligible,No
25025040200,Eligible,Low-Income Community
25025040300,Not Eligible,Low-Income Community
25025040401,Not Eligible,No
25025040600,Not Eligible,No
25025040801,Eligible,Low-Income Community
25025050101,Eligible,No
25025050200,Severe Distress or Non-Metropolitan,No
25025050300,Severe Distress or Non-Metropolitan,No
25025050400,Severe Distress or Non-Metropolitan,No
25025050500,Not Eligible,No
25025050600,Severe Distress or Non-Metropolitan,No
25025050700,Deep Distress or High Migration Rural County,No
25025050901,Severe Distress or Non-Metropolitan,No
25025051000,Eligible,No
25025051101,Severe Distress or Non-Metropolitan,No
25025051200,Not Eligible,No
25025060101,Not Eligible,No
25025060200,Not Eligible,No
25025060301,Not Eligible,No
25025060400,Not Eligible,No
25025060501,Not Eligible,No
25025060601,Not Eligible,No
25025060602,Not Eligible,No
25025060603,Not Eligible,No
25025060604,Not Eligible,No
25025060700,Deep Distress or High Migration Rural County,Low-Income Community
25025060800,Not Eligible,No
25025061000,Severe Distress or Non-Metropolitan,Low-Income Community
25025061101,Deep Distress or High Migration Rural County,Low-Income Community
25025061201,Eligible,No
25025061202,Not Eligible,No
25025061203,Not Eligible,No
25025061204,Not Eligible,No
25025070102,Severe Distress or Non-Metropolitan,No
25025070103,Severe Distress or Non-Metropolitan,No
25025070104,Not Eligible,No
25025070201,Deep Distress or High Migration Rural County,No
25025070202,Deep Distress or High Migration Rural County,No
25025070301,Not Eligible,No
25025070302,Not Eligible,No
25025070402,Deep Distress or High Migration Rural County,No
25025070501,Not Eligible,No
25025070502,Deep Distress or High Migration Rural County,No
25025070600,Not Eligible,No
25025070700,Not Eligible,No
25025070801,Severe Distress or Non-Metropolitan,No
25025070802,Not Eligible,No
25025070901,Deep Distress or High Migration Rural County,No
25025070902,Not Eligible,No
25025071101,Eligible,No
25025071201,Deep Distress or High Migration Rural County,No
25025080100,Severe Distress or Non-Metropolitan,No
25025080300,Severe Distress or Non-Metropolitan,No
25025080401,Deep Distress or High Migration Rural County,No
25025080500,Deep Distress or High Migration Rural County,Low-Income Community
25025080601,Deep Distress or High Migration Rural County,Low-Income Community
25025080801,Deep Distress or High Migration Rural County,No
25025080900,Severe Distress or Non-Metropolitan,No
25025081001,Deep Distress or High Migration Rural County,No
25025081101,Eligible,No
25025081102,Severe Distress or Non-Metropolitan,No
25025081200,Deep Distress or High Migration Rural County,Low-Income Community
25025081301,Deep Distress or High Migration Rural County,No
25025081302,Deep Distress or High Migration Rural County,No
25025081400,Severe Distress or Non-Metropolitan,No
25025081500,Severe Distress or Non-Metropolitan,No
25025081700,Deep Distress or High Migration Rural County,No
25025081800,Deep Distress or High Migration Rural County,No
25025081900,Eligible,No
25025082000,Severe Distress or Non-Metropolitan,No
25025082100,Deep Distress or High Migration Rural County,No
25025090100,Deep Distress or High Migration Rural County,No
25025090200,Deep Distress or High Migration Rural County,No
25025090300,Deep Distress or High Migration Rural County,No
25025090400,Severe Distress or Non-Metropolitan,No
25025090600,Deep Distress or High Migration Rural County,No
25025090700,Not Eligible,No
25025090901,Deep Distress or High Migration Rural County,Low-Income Community
25025091001,Eligible,No
25025091100,Not Eligible,No
25025091200,Eligible,No
25025091300,Deep Distress or High Migration Rural County,No
25025091400,Severe Distress or Non-Metropolitan,No
25025091500,Deep Distress or High Migration Rural County,No
25025091600,Severe Distress or Non-Metropolitan,No
25025091700,Severe Distress or Non-Metropolitan,No
25025091800,Severe Distress or Non-Metropolitan,No
25025091900,Severe Distress or Non-Metropolitan,No
25025092000,Severe Distress or Non-Metropolitan,No
25025092101,Severe Distress or Non-Metropolitan,No
25025092200,Not Eligible,No
25025092300,Eligible,No
25025092400,Deep Distress or High Migration Rural County,No
25025100100,Deep Distress or High Migration Rural County,No
25025100200,Severe Distress or Non-Metropolitan,No
25025100300,Severe Distress or Non-Metropolitan,No
25025100400,Severe Distress or Non-Metropolitan,No
25025100500,Severe Distress or Non-Metropolitan,No
25025100601,Eligible,No
25025100603,Not Eligible,No
25025100700,Not Eligible,No
25025100800,Not Eligible,No
25025100900,Not Eligible,No
25025101001,Severe Distress or Non-Metropolitan,No
25025101002,Deep Distress or High Migration Rural County,No
25025101101,Severe Distress or Non-Metropolitan,No
25025101102,Severe Distress or Non-Metropolitan,No
25025110104,Deep Distress or High Migration Rural County,No
25025110105,Not Eligible,No
25025110106,Not Eligible,No
25025110201,Severe Distress or Non-Metropolitan,No
25025110301,Eligible,No
25025110401,Eligible,No
25025110403,Not Eligible,No
25025110501,Not Eligible,No
25025110502,Not Eligible,No
25025110601,Not Eligible,No
25025110607,Not Eligible,No
25025120103,Not Eligible,No
25025120104,Not Eligible,No
25025120105,Not Eligible,No
25025120201,Not Eligible,No
25025120301,Not Eligible,No
25025120400,Not Eligible,No
25025120500,Eligible,No
25025120600,Not Eligible,No
25025120700,Not Eligible,No
25025130101,Not Eligible,No
25025130200,Not Eligible,No
25025130300,Not Eligible,No
25025130402,Not Eligible,No
25025130404,Not Eligible,No
25025130406,Severe Distress or Non-Metropolitan,No
25025140102,Not Eligible,No
25025140105,Eligible,No
25025140106,Severe Distress or Non-Metropolitan,No
25025140107,Not Eligible,No
25025140201,Not Eligible,No
25025140202,Not Eligible,No
25025140300,Deep Distress or High Migration Rural County,No
25025140400,Severe Distress or Non-Metropolitan,No
25025160102,Severe Distress or Non-Metropolitan,No
25025160103,Severe Distress or Non-Metropolitan,No
25025160200,Severe Distress or Non-Metropolitan,Low-Income Community
25025160300,Not Eligible,No
25025160400,Severe Distress or Non-Metropolitan,Low-Income Community
25025160501,Eligible,No
25025160502,Severe Distress or Non-Metropolitan,No
25025160601,Severe Distress or Non-Metropolitan,No
25025160602,Severe Distress or Non-Metropolitan,No
25025170101,Severe Distress or Non-Metropolitan,No
25025170102,Severe Distress or Non-Metropolitan,No
25025170200,Severe Distress or Non-Metropolitan,No
25025170301,Not Eligible,No
25025170302,Eligible,No
25025170400,Not Eligible,No
25025170502,Eligible,No
25025170503,Eligible,No
25025170504,Not Eligible,No
25025170601,Not Eligible,No
25025170701,Severe Distress or Non-Metropolitan,No
25025170702,Deep Distress or High Migration Rural County,Low-Income Community
25025170800,Severe Distress or Non-Metropolitan,No
25025180101,Severe Distress or Non-Metropolitan,No
25025180200,Not Eligible,No
25025180301,Not Eligible,No
25025180400,Not Eligible,No
25025180500,Not Eligible,Low-Income Community
25025980101,Deep Distress or High Migration Rural County,Low-Income Community
25025980300,Deep Distress or High Migration Rural County,Low-Income Community
25025980700,Not Eligible,No
25025980900,Not Eligible,No
25025981000,Not Eligible,No
25025981100,Not Eligible,Low-Income Community
25025981201,Not Eligible,No
25025981202,Not Eligible,No
25025981300,Not Eligible,No
25025981501,Not Eligible,No
25025981502,Not Eligible,No
25025981600,Not Eligible,No
25025981700,Not Eligible,No
25025981800,Not Eligible,No
25025981900,Not Eligible,No
25025990101,Not Eligible,No
25027700100,Not Eligible,No
25027701101,Not Eligible,No
25027701102,Not Eligible,No
25027702201,Not Eligible,No
25027702202,Not Eligible,No
25027703100,Severe Distress or Non-Metropolitan,Low-Income Community
25027703200,Eligible,Low-Income Community
25027703300,Eligible,No
25027704201,Not Eligible,No
25027704202,Not Eligible,No
25027705101,Not Eligible,No
25027705102,Not Eligible,No
25027706100,Not Eligible,No
25027707100,Severe Distress or Non-Metropolitan,No
25027707200,Deep Distress or High Migration Rural County,Low-Income Community
25027707300,Severe Distress or Non-Metropolitan,Low-Income Community
25027707400,Eligible,No
25027707500,Eligible,No
25027708100,Not Eligible,No
25027709100,Not Eligible,No
25027709201,Not Eligible,No
25027709203,Severe Distress or Non-Metropolitan,No
25027709204,Severe Distress or Non-Metropolitan,No
25027709400,Severe Distress or Non-Metropolitan,Low-Income Community
25027709501,Not Eligible,No
25027709502,Not Eligible,No
25027709600,Not Eligible,Low-Income Community
25027709701,Not Eligible,No
25027709702,Eligible,No
25027710100,Severe Distress or Non-Metropolitan,No
25027710200,Eligible,No
25027710300,Severe Distress or Non-Metropolitan,No
25027710400,Eligible,No
25027710500,Severe Distress or Non-Metropolitan,No
25027710601,Severe Distress or Non-Metropolitan,No
25027710602,Deep Distress or High Migration Rural County,No
25027710700,Deep Distress or High Migration Rural County,Low-Income Community
25027710800,Severe Distress or Non-Metropolitan,No
25027711000,Severe Distress or Non-Metropolitan,No
25027711100,Not Eligible,No
25027712101,Not Eligible,No
25027712102,Not Eligible,No
25027713100,Not Eligible,No
25027715100,Not Eligible,No
25027716101,Not Eligible,No
25027716102,Eligible,No
25027716200,Not Eligible,Low-Income Community
25027716300,Not Eligible,Low-Income Community
25027717100,Not Eligible,No
25027718100,Not Eligible,No
25027719100,Not Eligible,No
25027720100,Not Eligible,No
25027721101,Not Eligible,No
25027721103,Not Eligible,No
25027721104,Not Eligible,No
25027722100,Not Eligible,No
25027723100,Not Eligible,No
25027724100,Eligible,No
25027725100,Not Eligible,No
25027726100,Not Eligible,No
25027726200,Severe Distress or Non-Metropolitan,Low-Income Community
25027727100,Not Eligible,No
25027728100,Not Eligible,No
25027728200,Not Eligible,No
25027728300,Not Eligible,No
25027728400,Not Eligible,No
25027729100,Not Eligible,No
25027729200,Not Eligible,No
25027730100,Not Eligible,No
25027730200,Not Eligible,No
25027730300,Not Eligible,No
25027730401,Severe Distress or Non-Metropolitan,No
25027730402,Severe Distress or Non-Metropolitan,No
25027730500,Severe Distress or Non-Metropolitan,Low-Income Community
25027730600,Not Eligible,No
25027730700,Not Eligible,No
25027730801,Not Eligible,No
25027730802,Not Eligible,No
25027730901,Not Eligible,No
25027730902,Not Eligible,No
25027731001,Eligible,No
25027731002,Severe Distress or Non-Metropolitan,No
25027731101,Severe Distress or Non-Metropolitan,No
25027731102,Not Eligible,No
25027731202,Not Eligible,No
25027731203,Deep Distress or High Migration Rural County,No
25027731204,Severe Distress or Non-Metropolitan,No
25027731300,Deep Distress or High Migration Rural County,Low-Income Community
25027731400,Severe Distress or Non-Metropolitan,Low-Income Community
25027731500,Deep Distress or High Migration Rural County,No
25027731601,Deep Distress or High Migration Rural County,No
25027731602,Deep Distress or High Migration Rural County,No
25027731700,Deep Distress or High Migration Rural County,Low-Income Community
25027731801,Deep Distress or High Migration Rural County,No
25027731802,Deep Distress or High Migration Rural County,No
25027731900,Severe Distress or Non-Metropolitan,No
25027732001,Deep Distress or High Migration Rural County,No
25027732002,Eligible,No
25027732201,Not Eligible,No
25027732202,Eligible,No
25027732203,Eligible,No
25027732301,Not Eligible,No
25027732302,Severe Distress or Non-Metropolitan,No
25027732400,Severe Distress or Non-Metropolitan,No
25027732500,Severe Distress or Non-Metropolitan,Low-Income Community
25027732600,Severe Distress or Non-Metropolitan,No
25027732700,Deep Distress or High Migration Rural County,No
25027732801,Eligible,Low-Income Community
25027732802,Eligible,No
25027732901,Eligible,No
25027732902,Not Eligible,No
25027733000,Deep Distress or High Migration Rural County,No
25027733101,Eligible,No
25027733102,Eligible,No
25027735100,Not Eligible,No
25027735200,Not Eligible,No
25027736100,Not Eligible,No
25027736200,Not Eligible,No
25027736300,Not Eligible,No
25027736400,Not Eligible,No
25027736500,Not Eligible,No
25027737100,Not Eligible,No
25027737200,Severe Distress or Non-Metropolitan,No
25027737300,Not Eligible,No
25027738100,Not Eligible,No
25027738201,Not Eligible,No
25027738202,Not Eligible,No
25027739101,Not Eligible,No
25027739102,Not Eligible,No
25027739201,Not Eligible,No
25027739202,Not Eligible,No
25027739300,Not Eligible,No
25027739401,Not Eligible,No
25027739402,Not Eligible,No
25027739500,Not Eligible,No
25027740101,Not Eligible,No
25027740102,Not Eligible,No
25027740200,Not Eligible,No
25027741101,Not Eligible,No
25027741102,Not Eligible,No
25027742300,Not Eligible,No
25027742401,Not Eligible,No
25027742402,Not Eligible,No
25027743100,Not Eligible,No
25027744102,Not Eligible,No
25027744103,Not Eligible,No
25027744104,Not Eligible,No
25027744201,Not Eligible,No
25027744202,Not Eligible,No
25027744300,Eligible,No
25027744400,Severe Distress or Non-Metropolitan,No
25027745100,Not Eligible,No
25027746100,Not Eligible,No
25027747101,Not Eligible,No
25027747102,Not Eligible,No
25027748100,Not Eligible,No
25027749100,Not Eligible,No
25027749200,Not Eligible,No
25027750100,Not Eligible,No
25027750200,Not Eligible,No
25027750300,Not Eligible,No
25027751101,Not Eligible,No
25027751102,Not Eligible,No
25027752101,Not Eligible,No
25027752102,Not Eligible,No
25027753100,Not Eligible,No
25027753200,Not Eligible,No
25027754100,Not Eligible,No
25027754200,Severe Distress or Non-Metropolitan,Low-Income Community
25027754300,Severe Distress or Non-Metropolitan,No
25027754400,Eligible,No
25027755100,Eligible,No
25027755201,Not Eligible,No
25027755202,Not Eligible,No
25027756101,Not Eligible,No
25027756102,Not Eligible,No
25027757100,Severe Distress or Non-Metropolitan,Low-Income Community
25027757200,Deep Distress or High Migration Rural County,No
25027757300,Deep Distress or High Migration Rural County,Low-Income Community
